zip_code,1998,2001,2004,2005,2006,2007,2010,2011,2012,2013,2014,Total
20645,16825,23329,41814,37728,38078,40583,36771,41460,40550,38327,39104,394569
20646,375470,460299,583716,632635,645275,697490,711349,715277,731126,743390,788501,7084528
20650,211588,255461,350347,370914,396309,441459,488277,510994,534188,541963,554609,4656109
20653,257148,317996,391043,431209,458761,493037,594904,622973,622450,626930,646477,5462928
20657,299522,354652,445748,470026,491628,523429,550363,569505,570478,571009,587845,5434205
20658,24598,26597,29181,30662,32113,32571,34947,33759,34262,33211,33221,345122
20659,351293,443150,532924,559550,594942,637399,681677,697629,719493,733766,759201,6711024
20662,35397,44548,55279,57276,61339,62973,67144,69874,69221,72936,71593,667580
20664,44443,55310,76206,94485,92159,90587,91161,91120,93218,85335,87475,901499
20667,11041,14417,17038,15947,15819,16987,17410,17012,16333,16747,16235,174986
20670,36392,37580,37512,33150,29775,28433,30707,30194,28938,33336,33579,359596
20674,12329,16460,18827,20566,21861,24404,25060,26125,30104,28531,29608,253875
20675,38570,44574,52408,53872,56619,61322,64769,66504,67105,67662,70490,643895
20676,64845,74719,93134,108747,111802,115287,126059,122186,131855,130527,137122,1216283
20677,46295,60991,85854,87057,102627,101675,111317,121702,123872,126112,127652,1095154
20678,183956,216966,262538,277014,295723,313948,331142,333323,355662,364677,369578,3304527
20680,17485,20257,22910,23916,23584,25768,29752,27307,26487,28779,28142,274387
20684,22055,25802,30718,33042,33080,38458,38323,39558,42954,44249,45618,393857
20685,118093,154424,190341,208592,218282,230448,239913,240505,247286,243075,250453,2341412
20686,22149,17745,19155,25865,20681,22392,19670,20729,18586,18917,19276,225165
20687,5908,6424,7320,9173,8896,9579,10060,10056,9020,9249,10060,95745
20688,59015,67052,95640,90523,94002,104762,90220,94886,94414,96352,95269,982135
20689,33987,43766,49959,52287,54210,58294,64278,66170,69809,70513,76219,639492
20690,14743,18208,26569,31618,32490,34365,36678,41055,37415,35889,37983,347013
20692,21379,28820,34156,35015,34551,38693,40706,41292,42088,40947,43965,401612
20693,22292,29095,38874,39324,42653,46206,64293,42485,46900,42795,47502,462419
20695,114502,166103,219871,240568,265672,284299,322928,327699,342479,359714,371956,3015791
20705,430832,533031,572576,596604,627258,641951,705937,714167,727378,764731,786155,7100620
20706,622022,725675,780398,773705,814171,861689,930129,944801,953473,993860,1021488,9421411
20707,556326,639204,693629,739035,816203,892485,984437,1023102,1047843,1061290,1083760,9537314
20708,459792,536269,554322,555663,564954,601746,669920,682499,697419,709695,726133,6758412
20710,92891,110010,118537,119436,123341,135374,142670,145086,153832,161569,160963,1463709
20711,129080,167925,184194,201286,209664,216020,208580,206066,220013,223356,235539,2201723
20712,109305,121174,134012,132922,137831,149353,166837,172017,177799,183787,190183,1675220
20714,72867,85543,96309,112110,110608,124348,128367,133498,139397,142899,149280,1295226
20715,623896,708138,778173,795492,835634,886670,930050,950269,956219,967105,992752,9424398
20716,427258,578404,619023,625336,649692,689132,753790,775855,782527,799796,807544,7508357
20720,400941,483079,621154,682820,733736,801967,892816,931778,970149,977139,1001276,8496855
20721,639725,756402,910429,938064,1028345,1063748,1189174,1251284,1275636,1265944,1309817,11628568
20722,71306,79961,87552,87693,95504,101816,109153,109882,113440,119050,122596,1097953
20723,579869,689212,807243,860641,932165,999605,1102725,1163461,1234360,1223081,1286729,10879091
20724,270505,349861,378778,396838,419334,445611,491309,514388,518943,533339,556872,4875778
20732,146070,211854,262402,275561,298968,337842,352876,371402,378287,384349,397981,3417592
20733,62921,76945,85029,88606,97277,97064,101599,102365,115505,112259,109956,1049526
20735,679219,835120,951061,985450,1030706,1098101,1230230,1265378,1271891,1298145,1303761,11949062
20736,186225,247671,300754,336302,367911,360643,373050,379834,396667,398170,419133,3766360
20737,225723,265941,282253,280808,293104,314704,351804,363296,372592,394802,407371,3552398
20740,389954,431198,433630,449721,475984,503341,536045,563874,567669,570427,609127,5530970
20743,525649,586423,637312,655126,680310,726638,777997,790335,786069,812262,820136,7798257
20744,1097474,1273053,1420853,1448279,1496489,1580679,1705718,1729684,1758367,1767735,1795500,17073831
20745,399419,448927,485370,488196,507248,531028,597405,632397,630836,653220,669922,6043968
20746,429396,482120,501243,513664,543477,578180,673538,674130,658867,672663,669646,6396924
20747,597193,679765,758111,764089,798628,838128,896521,899722,895317,905701,919488,8952663
20748,689808,773965,830952,847313,870375,918246,958981,974252,964089,981154,989616,9798751
20751,54292,61963,69671,72522,74836,79654,85595,84819,88387,87492,87626,846857
20754,187240,231775,277678,309149,303079,319890,304879,306177,315988,325062,328602,3209519
20755,101035,114896,110786,120019,131578,144955,153868,164776,167682,161940,174486,1546021
20758,23429,26198,28824,29132,29634,35061,38704,35808,37483,39070,38571,361914
20759,94791,89711,111380,140740,181519,210511,270220,297221,366863,394042,444520,2601518
20762,76749,79967,39999,36869,36843,45718,55578,59221,60795,60837,60777,613353
20763,43997,46133,50673,55452,57368,58201,69523,71058,72096,71316,74555,670372
20764,86743,100775,119838,145599,128688,142267,139259,147451,152647,154901,156290,1474458
20769,146800,172748,214704,226136,241640,256341,286435,303282,305055,305867,314508,2773516
20770,423319,494501,504223,506964,538429,571381,596242,614805,623208,644460,663329,6180861
20772,888194,1026939,1204911,1250666,1306757,1389730,1562793,1630511,1646079,1659694,1705076,15271350
20774,577953,844233,1025216,1101823,1213339,1315164,1552134,1686124,1654176,1698255,1742649,14411066
20776,75948,90309,114915,124342,124485,139506,131184,127329,141833,146180,158387,1374418
20777,122221,168904,219714,215009,212789,223252,240185,326711,289453,257716,305983,2581937
20778,54951,63739,80103,82620,88400,98896,89437,90856,96734,96518,97292,939546
20779,36395,43651,46667,52448,55266,60863,63095,61306,62682,62699,62750,607822
20781,160635,188125,189834,195871,205217,234358,255360,278992,292676,323901,336795,2661764
20782,481566,534895,551101,558066,581841,633352,687486,712280,743868,763582,792994,7041031
20783,536661,601748,592698,583204,604490,631361,716574,745792,765594,817732,823501,7419355
20784,395467,452580,496628,504539,530118,557870,593765,605297,623243,649795,659034,6068336
20785,527409,588836,616456,627246,660747,706527,1082742,840782,869916,922656,941142,8384459
20794,167355,194776,205939,213872,222620,239648,271464,289045,294532,311914,317335,2728500
20812,12614,13310,13065,17202,18059,20163,19986,21566,22497,24376,24964,207802
20814,1212022,1462212,1744474,1957392,2221755,2385312,2290839,2461901,2517248,2395157,2569860,23218172
20815,2070884,2329058,2705676,3180386,3323495,3923960,3070488,3219233,3648911,3438662,3778083,34688836
20816,1016015,1129719,1339703,1557198,1592525,1734182,1509927,1578238,1770769,1700902,1913532,16842710
20817,2275233,2638910,3004953,3622072,3715949,4001591,3514112,3752864,4280642,3769255,4097407,38672988
20818,88227,95306,110391,118925,136564,162379,143367,154267,160180,159465,170861,1499932
20832,689085,825192,890779,925931,970418,1045380,1099501,1113764,1158443,1178342,1234634,11131469
20833,224552,299003,357793,402062,419895,426749,436711,447893,484551,458894,474831,4432934
20837,160423,205435,207850,229068,258860,255640,279582,278920,322513,303791,316563,2818645
20838,17887,25387,22135,28945,26395,30352,29207,25506,25746,26344,19881,277785
20839,5290,7264,7979,7868,8415,9490,9770,9268,10621,11747,12235,99947
20841,67371,152885,280330,312496,335157,391765,405056,404598,417634,429047,437863,3634202
20842,54777,69319,82233,86952,106042,117576,98075,93711,102511,98524,107550,1017270
20850,939156,1323820,1673675,1881317,1988215,2189554,2214137,2256948,2465343,2340572,2479151,21751888
20851,248241,286006,296148,304008,322500,339015,370509,378867,392414,401796,421051,3760555
20852,1330242,1410779,1714624,1743141,1834270,2030080,2021789,2115650,2251822,2227246,2373627,21053270
20853,824981,927533,994033,1084129,1101579,1177688,1143280,1190055,1260392,1247035,1313605,12264310
20854,3853859,4283141,5248212,5688192,6107498,6732484,5570362,5938346,6378578,5647896,5908566,61357134
20855,499781,553370,579605,634131,642830,682513,699339,692066,830261,735480,761672,7311048
20860,41366,70335,62008,83797,101053,103172,103201,103707,115905,119188,122912,1026644
20861,70839,81893,97291,111382,122389,127112,121509,124799,145098,130318,147977,1280607
20862,19087,21613,27194,36861,40691,28544,24582,23064,38897,28908,33380,322821
20866,309137,352797,365435,380271,405548,451885,450823,462031,487287,485978,514373,4665565
20868,13740,17514,22407,24063,26426,29744,30911,31234,28418,29675,36110,290242
20871,85544,128300,250006,361670,404042,461890,606738,668236,760865,837414,905261,5469966
20872,294904,349816,391287,407810,425863,453336,476341,478952,488899,492875,507592,4767675
20874,1174447,1491562,1575439,1652836,1741014,1888136,1984810,1993795,1997004,1987440,2085393,19571876
20876,458500,602480,609618,650137,697953,794315,778914,802316,825437,824391,849328,7893389
20877,542281,642075,666330,676622,722401,791053,829851,849652,894035,929050,957513,8500863
20878,1713260,2129559,2299360,2460832,2623902,2891288,2871516,3004549,3120463,3125578,3236676,29476983
20879,734777,656765,648493,653101,694868,751111,765697,771252,787472,797916,857231,8118683
20882,481622,557713,668634,724340,743580,793211,783447,832948,795501,778726,797730,7957452
20886,526340,797021,813148,845729,888838,947876,973035,973875,989531,993792,1022560,9771745
20895,618229,696978,782958,842765,953219,980824,1008058,1072566,1120609,1113269,1204929,10394404
20901,795432,934597,941277,1000531,1043512,1129088,1209593,1250966,1293012,1310525,1359765,12268298
20902,953060,1029583,1099703,1148902,1221591,1327518,1473518,1479107,1470162,1517908,1606926,14327978
20903,309152,343658,353602,357714,373279,401987,443491,478841,499873,504248,510679,4576524
20904,1178928,1309374,1436020,1526640,1635314,1738024,1728407,1793279,1845120,1837834,1923599,17952539
20905,561979,642942,773814,745288,819446,853241,837732,851180,874561,876449,912873,8749505
20906,1321753,1478726,1532316,1596041,1698091,1816870,1802504,1876595,1934051,1989790,2073745,19120482
20910,975678,1104349,1209228,1324000,1486783,1778093,1655043,1798851,1811669,1771450,1942951,16858095
20912,425335,508629,544502,567964,606222,688026,709911,738018,770642,790597,832615,7182461
21001,297888,346640,416424,436794,463880,499485,531558,552482,567430,579634,606700,5298915
21005,32887,37170,32398,28469,25540,25913,38512,44299,54083,50639,54758,424668
21009,488198,598272,714833,766465,821675,872711,936410,956635,985692,988380,1017942,9147213
21012,623479,715150,771598,823509,894790,978501,944591,985211,1048004,1156749,1090060,10031642
21013,188806,207436,213570,232630,242035,248350,220206,232247,250564,255719,255139,2546702
21014,774809,929321,1005303,1068997,1127844,1206017,1246342,1267554,1309568,1332746,1384983,12653484
21015,593430,729734,888796,937662,998471,1066079,1084518,1118808,1250141,1168353,1216528,11052520
21017,113898,130484,156841,170317,173719,180249,187144,184608,194321,187383,195593,1874557
21028,100150,118453,135237,122880,132233,150328,137575,146585,147841,140800,152142,1484224
21029,327646,503255,648103,700085,728023,837486,773569,849319,907633,916417,1016548,8208084
21030,842564,914985,1138190,1204236,1284180,1434671,1445463,1516602,1472371,1270299,1330462,13854023
21032,306186,347460,404647,474719,507303,556178,509771,530552,591848,560649,581838,5371151
21034,66006,69896,79172,87896,92990,97454,95018,96004,97786,104249,116244,1002715
21035,300000,373353,471699,502593,530435,548955,536244,571962,584954,578142,616500,5614837
21036,55749,80490,106350,120474,136706,135928,121288,134195,163665,136015,152971,1343831
21037,440723,616276,778824,856330,894435,977004,944221,971373,1014000,1005557,1091663,9590406
21040,326322,362356,420558,431554,438980,455156,470622,481937,474644,482256,489723,4834108
21042,1353000,1553964,1869152,1966865,2238249,2275623,2357993,2339378,2529350,2486169,2597076,23566819
21043,833866,1045325,1210564,1319641,1453501,1563579,1766137,1934574,2045421,2047935,2189700,17410243
21044,1226012,1402769,1532626,1556414,1603725,1696955,1767253,1799621,1872320,1855084,1929190,18241969
21045,947787,1040622,1100555,1128927,1197257,1298056,1346982,1385922,1398257,1415187,1445690,13705242
21046,443377,503431,522983,536489,567831,624599,632939,701737,674859,657699,677786,6543730
21047,326238,369572,457629,515944,513770,535954,529336,533604,561290,573255,601299,5517891
21048,233684,292333,357696,381773,401933,417123,413006,449326,457423,459580,467538,4331415
21050,344977,476232,563893,608141,644734,689540,698809,726894,778050,775163,794362,7100795
21051,7334,12139,15604,17154,17609,17618,16968,16575,17689,18957,18370,176017
21053,62170,73481,84018,87894,103053,111334,113882,117437,125092,116478,126393,1121232
21054,240899,313922,408081,419670,444713,482891,488351,503683,565450,570711,611033,5049404
21057,165999,169854,180794,188454,231088,209344,197904,196974,230868,224958,245267,2241504
21060,432771,512922,570221,598795,631573,671300,745077,780342,804032,856228,901866,7505127
21061,837066,963039,1024232,1052366,1121428,1187499,1231712,1267570,1291733,1311774,1344236,12632655
21074,275090,336009,403898,432119,458399,475151,489616,496140,504263,521496,530773,4922954
21075,342415,509844,605513,638407,700891,803719,912912,959120,1007029,1075462,1141175,8696487
21076,174892,219041,271202,285931,330787,392772,517629,555904,579488,640442,691070,4659158
21077,4855,4895,5931,6588,6192,7188,6774,7853,8761,7756,7790,74583
21078,288370,329223,384857,423083,472921,509165,569211,605302,617893,614888,650569,5465482
21082,33298,34335,39725,40440,43643,41937,41032,41430,52510,44398,47602,460350
21084,174791,199594,240695,249385,262985,288475,291441,284009,301801,295548,308640,2897364
21085,296993,347607,405934,422441,447722,474664,492131,498584,517113,522738,544119,4970046
21087,164010,177203,212099,243836,240235,253749,231443,239351,256933,251119,264629,2534607
21090,258120,274984,294518,313796,329268,325872,329675,334184,347398,345191,360208,3513214
21093,1538755,1628586,1931630,2097703,2399222,2481521,2045911,2154738,2438922,2337359,2432529,23486876
21102,179914,233701,301275,328780,317587,333805,352158,353173,370898,382165,392833,3546289
21104,106389,180601,251150,248945,291737,307327,291736,318741,311024,305895,324333,2937878
21108,550002,582648,648198,752495,752542,817318,852601,904246,850808,853528,869310,8433696
21111,190489,227725,332694,383319,371676,408028,329617,361706,381488,364563,453013,3804318
21113,405921,580732,743625,812872,886296,961162,1061466,1104668,1119258,1163600,1227133,10066733
21114,679288,766667,830770,860791,901728,981106,1028156,1047274,1066658,1063405,1104249,10330092
21117,1243380,1497488,1768331,1938719,2104497,2184375,1998059,2103718,2209067,2268563,2335190,21651387
21120,190295,212567,256376,275669,289979,335155,332999,318743,406893,357696,373586,3349958
21122,1167023,1449591,1643944,1726840,1828795,1939193,1965920,2034633,2117973,2136716,2213005,20223633
21128,153635,229256,322788,376034,409445,464276,492152,511338,563276,546406,578050,4646656
21131,461058,412956,472704,519569,550107,621628,549725,557351,651066,631199,650483,6077846
21132,46290,54225,63322,68079,73295,78334,78641,82579,88089,89467,92219,814540
21133,487719,554217,605355,616588,648218,684848,723230,735236,745777,759556,770785,7331529
21136,720392,866943,1066852,1228718,1371263,1470330,1322061,1373543,1447581,1523899,1672872,14064454
21140,117026,133930,148001,159552,166352,178825,183516,176889,179539,184517,190786,1818933
21144,541778,692528,807157,856610,905394,966207,1065981,1097986,1143063,1151811,1200092,10428607
21146,869933,972889,1098965,1173424,1265960,1380844,1337458,1416962,1504082,1533056,1577274,14130847
21152,199815,227041,302293,310552,352552,367818,298029,322712,335333,341829,369092,3427066
21154,108070,130990,157211,170507,179466,194323,191528,192226,207523,203100,211615,1946559
21155,65778,80325,90881,88775,102653,102057,84286,91381,99834,98366,107129,1011465
21156,9846,11062,12416,13108,15334,13934,13834,14156,14651,15290,14944,148575
21157,676894,784316,891861,949108,1000411,1054879,1073115,1089390,1221138,1157341,1222930,11121383
21158,381655,453456,529827,580196,604069,658351,636200,660613,676355,693315,719630,6593667
21160,36711,44302,55547,58502,61689,65205,67986,67212,68966,69624,74304,670048
21161,118138,141025,156033,173946,177932,198625,193607,215496,207790,214033,216900,2013525
21162,50487,61332,74668,86571,97533,104182,112134,124067,131144,137380,145395,1124893
21163,106250,173958,232397,241634,270633,309008,343586,356950,370604,374413,401566,3180999
21201,180823,198054,254485,268060,284559,354642,351084,322398,365590,357573,384354,3321622
21202,227160,278346,362366,377407,532177,474092,499147,457356,508199,565876,649312,4931438
21204,770101,852356,1029889,1143579,1265480,1338018,1073039,1077953,1250636,1163723,1331531,12296305
21205,122233,125605,121775,122741,125422,133343,143852,145489,144971,148354,147044,1480829
21206,647428,705325,765616,796680,832134,885410,896088,906699,904330,921386,938511,9199607
21207,674242,743051,809600,837843,878283,916901,958569,959809,966430,988301,1012794,9745823
21208,1237062,1267151,1523587,1523655,1673273,1791173,1777718,1559130,1632810,1664729,1765436,17415724
21209,670413,726049,770322,854001,960166,1053471,998191,1067965,1147962,1186668,1356687,10791895
21210,763329,667893,708145,873472,1000091,986828,751062,783483,831370,894933,948845,9209451
21211,225732,259014,279084,306128,336644,373541,397735,410382,430566,432928,473481,3925235
21212,907938,969340,1134663,1151597,1260180,1336855,1291105,1281614,1331092,1340687,1415277,13420348
21213,328140,338849,342782,346942,363268,390195,389853,397664,391248,396760,398498,4084199
21214,310137,339771,365933,381030,400042,425959,425947,435652,436040,443095,451553,4415159
21215,678380,723077,743293,769956,824446,858239,854555,872495,885180,893257,918680,9021558
21216,307019,318155,328301,334225,343261,362578,370658,373470,363490,367326,373698,3842181
21217,296959,327910,350578,372684,390784,421875,444541,469406,470858,478977,493902,4518474
21218,702078,760993,836217,901509,1024560,1146554,988971,998232,1080863,1024777,1143054,10607808
21219,150055,180047,203217,218334,224634,238696,243424,246845,252746,257740,268337,2484075
21220,557932,643529,703567,740561,807870,858611,887781,926578,961980,982649,1004243,9075301
21221,578048,652370,737725,781123,816131,852821,870856,879174,892151,903202,917593,8881194
21222,771454,838733,899028,926001,971422,1021623,1027991,1035733,1050900,1061479,1089230,10693594
21223,193575,202091,200969,205438,213991,226816,235156,231701,232540,233432,231335,2407044
21224,566473,651579,835546,821323,883069,989869,1074748,1134351,1192047,1288713,1393567,10831285
21225,327955,367614,392881,405477,426589,454703,465474,475300,483707,488608,495316,4783624
21226,111999,125739,129896,134603,145337,151275,157202,158482,163669,166540,168807,1613549
21227,574483,594127,623420,635809,666317,708298,716020,737389,735821,753006,774651,7519341
21228,1030504,1144904,1245851,1305477,1387020,1489215,1503996,1549627,1578854,1633121,1707353,15575922
21229,570417,623813,648129,668624,705078,746288,771815,787890,781126,793856,801663,7898699
21230,518791,598300,710865,788623,827376,928746,1182953,1181760,1192933,1205089,1302842,10438278
21231,181735,220769,263754,291994,330095,403913,446345,481112,502064,530387,575690,4227858
21234,1227884,1369068,1421775,1480777,1575573,1665380,1681270,1704801,1763592,1787214,1844235,17521569
21236,794925,881401,928920,959927,1017287,1071573,1092357,1113323,1139263,1156652,1198086,11353714
21237,425907,518308,598107,623638,654249,736201,719161,730117,731600,758119,790373,7285780
21239,412062,456624,471063,482419,507065,539956,557839,562136,560056,568574,573080,5690874
21244,411744,553261,630326,651383,679369,731358,793703,806630,820479,841640,859039,7778932
21286,528086,570770,629524,680539,746204,822104,745428,751659,819534,802501,876381,7972730
21401,1675780,1774392,1987132,1603487,1684320,1863846,1729852,1858826,2054637,1950670,2035391,20218333
21402,30555,34366,37058,20247,21509,19881,21588,24794,22783,25265,26483,284529
21403,903939,1017681,1144933,1304673,1346951,1452072,1416318,1433758,1536381,1514174,1697556,14768436
21502,553577,598701,637204,672537,711043,748853,739681,741030,756071,760659,785117,7704473
21520,23065,29426,33662,35715,36613,37649,40430,43822,43039,42417,45483,411321
21521,16900,18975,20214,20167,21167,21876,20951,22136,22055,22176,22172,228789
21523,3992,3897,3927,4382,4261,4478,5240,5062,4495,5058,4817,49609
21530,17976,20646,23467,25078,26184,28937,28577,29517,28966,29844,31163,290355
21531,27117,27106,30841,35170,35599,38149,39380,40668,42370,43097,45198,404695
21532,168225,188637,200835,211618,225602,247454,247212,255699,262418,266290,276570,2550560
21536,42865,51637,56677,60154,66601,77341,74652,74459,73153,80729,83474,741742
21538,6475,7811,8307,8505,9220,9585,10236,10688,10679,10515,10655,102676
21539,30104,35358,37935,40099,40902,43059,44302,46031,45698,46910,47240,457638
21541,22548,30839,37161,43456,45892,50006,46062,44907,46536,43619,45941,456967
21545,23950,27592,29578,29670,30492,32356,33805,34306,34364,34866,35474,346453
21550,164941,204095,232578,250386,260979,288214,269912,282401,284726,288282,296525,2823039
21555,19434,23292,25121,27142,26347,28238,29685,29563,28928,30193,30845,298788
21557,24258,27096,29707,32222,33190,33454,33932,33194,34097,34853,35869,351872
21561,36583,48340,53700,53109,63175,61949,61594,62681,62635,65112,66940,635818
21562,38626,42169,43422,46066,47931,50017,51427,51571,50799,52908,53041,527977
21601,531426,603850,750159,850128,871230,932346,776584,808757,900663,873621,924100,8822864
21607,6620,7399,8482,9994,9971,10401,11033,10375,10348,10559,11675,106857
21610,6367,7706,7274,7487,7428,8974,9139,8356,9048,8861,8806,89446
21612,15444,22972,26528,25040,24221,24524,22125,26814,20375,18902,23387,250332
21613,232760,254679,303138,307550,327909,376168,351626,357161,355323,354234,360763,3581311
21617,125134,160989,229928,262973,319767,327976,327140,330557,350143,356515,370969,3162091
21619,130495,160114,186465,189329,203018,207605,216728,224046,239665,251229,264485,2273179
21620,242264,298507,331845,361386,396408,433802,358791,380452,445317,413445,439842,4102059
21622,8787,12322,11824,12546,11839,11844,13577,11252,11032,11703,11323,128049
21623,22133,26973,30627,35260,34856,40861,41760,44586,48104,48743,52875,426778
21625,38115,43543,49859,54986,59147,64710,58608,64177,65743,65707,67988,632583
21629,119948,138932,165769,186283,197881,216897,212913,211502,219186,218171,224504,2111986
21631,37576,43567,51872,55985,57936,65046,62421,63413,62309,63468,66668,630261
21632,76682,90194,96881,98368,103826,106014,103157,104712,103842,106040,106791,1096507
21634,6616,7772,7738,7537,8340,9817,8689,9806,9469,7227,7970,90981
21635,29566,35315,47945,51418,57051,65348,58465,59708,60977,62778,64565,593136
21636,15172,18847,20361,20282,21898,23585,22149,21899,22986,23375,24482,235036
21638,95112,122496,151882,162129,184054,191961,185899,197542,200791,199059,205038,1895963
21639,47554,59552,73575,77651,77597,87482,86196,84344,88533,88074,92891,863449
21640,16122,17670,22696,23925,24766,25599,26606,26246,26816,28321,30874,269641
21643,63521,72131,92483,97840,104513,109889,107924,106872,108346,112218,114839,1090576
21645,18164,21396,23291,25755,26416,32718,29148,29402,36343,37613,39804,320050
21647,6315,7839,8474,8485,9663,10094,8272,8622,8854,8875,10557,96050
21649,12785,16497,19540,20050,19567,22065,22855,22714,24599,26778,26585,234035
21650,3566,4574,4539,4808,5210,4968,5366,5153,5098,6421,6506,56209
21651,33985,40763,49485,52750,53921,60083,62803,58939,61655,66338,67335,608057
21654,86272,65743,100587,111351,181985,225101,88934,100653,93284,106969,120932,1281811
21655,66438,77490,95737,98396,106679,112313,109060,109013,117721,118652,121079,1132578
21657,17405,21485,25416,27333,28529,29770,29658,27991,34120,31384,32902,305993
21658,133856,150471,160770,190617,205574,186262,165197,171309,173300,167694,181455,1886505
21659,12553,13590,15285,17382,19610,20158,19670,20363,19292,19901,22323,200127
21660,46453,54095,64778,74654,76909,80485,78682,80087,81691,85720,91156,814710
21661,46185,43733,54101,58764,71007,74244,57517,64066,65082,59991,63620,658310
21662,33144,39546,49581,44558,70227,54582,45052,47995,60256,74309,67698,586948
21663,109900,130136,145647,158952,169382,194064,190106,195686,159746,162508,167286,1783413
21665,8680,8969,10873,10121,7441,11379,9173,8284,8163,8531,10045,101659
21666,276157,345251,402418,421790,455116,539893,495983,510670,558347,529446,549863,5084934
21667,5961,6365,6848,7012,7912,8027,7618,7340,8324,8316,9074,82797
21668,21869,26138,29717,33062,33788,36676,34594,35799,37560,39047,41677,369927
21671,12113,13037,15793,22417,22297,24274,22442,22614,24183,22937,24917,227024
21673,64386,79159,95336,97876,108313,103384,124213,103316,100983,115207,109951,1102124
21676,6145,7340,8368,9424,13566,13795,14097,11462,14395,13002,9950,121544
21677,7964,10939,13010,13595,12553,13744,13155,15518,15231,16148,17115,148972
21678,44934,45649,47037,53385,54051,65311,57278,60857,62400,63111,65807,619820
21679,10279,12750,13184,16189,20112,22664,24189,20194,23329,21940,24047,208877
21701,692166,1024159,934355,992234,1069067,1120400,1157824,1169934,1203076,1263702,1333501,11960418
21702,679417,872884,983249,1048198,1173978,1178818,1210244,1242548,1283931,1345824,1360335,12379426
21703,488302,662902,741919,772912,841828,903196,924117,940901,973919,1002923,1042706,9295625
21704,75797,176462,321559,386771,441924,497915,570401,601951,639779,668058,700393,5081010
21710,54804,97255,137173,156969,172060,189630,189367,190195,198147,201235,212027,1798862
21711,13776,17306,18567,20291,20527,21804,22888,22058,23400,24199,24460,229276
21713,145160,171529,225462,244772,257189,271963,267844,284351,283518,292651,297677,2742116
21716,76945,90060,103317,107698,109094,114467,120592,126837,133739,142116,148621,1273486
21719,22098,25528,29431,30945,31379,32328,31368,31299,31797,31007,32048,329228
21722,89320,101544,120133,130738,137938,138287,129915,133519,139567,144907,149489,1415357
21723,14537,37408,37042,43381,40785,50206,53772,43669,47865,46581,58275,473521
21727,62259,73238,91327,99778,103949,113502,106004,106423,112102,113645,117775,1100002
21733,16943,21705,29149,29141,33159,35683,35922,33983,34311,35971,36643,342610
21737,56319,58940,88532,101228,88513,92841,105596,124183,146396,147763,169389,1179700
21738,169627,231180,203995,224793,242811,284162,241737,254414,290896,276843,307459,2727917
21740,685147,791732,909364,977413,1035951,1098923,1067617,1093731,1132827,1155003,1196134,11143842
21742,594370,640035,770394,836751,904362,951491,887911,896538,937889,952676,974432,9346849
21750,52641,58803,67177,70300,72911,72796,67938,67553,70586,69752,72183,742640
21754,171733,222799,262046,264455,284392,304243,297062,313589,316317,319363,327904,3083903
21755,128701,149343,165823,174894,186427,198041,199898,207444,210881,208427,211852,2041731
21756,56507,79782,86174,95788,100608,106793,141431,113906,118662,114712,120578,1134941
21757,44393,50706,59034,61640,64109,71765,70160,70228,74823,75568,77631,720057
